"Date","September-27-2024"
"Time","23h26m05s"
"PAX Card Serial","M00255249"
"PAX Card Name","PAX5710 Polarization Analyzing System"
"PAX Card Next Cal","September-19-2013"
"PAX Sensor Serial","M00255490"
"PAX Sensor Name","PAN5710VIS (400 - 700nm)"
"PAX Sensor Next Cal","September-19-2012"
"Wavelength [m]",6.330000e-07
"Basic Sample Rate [SPS]",6.666670e+01
"Power Range [dBm]","Auto"
"Azimuth Offset [°]",0.000000e+00
"Number of Basic Periods",2
"Signal Averaging",1
"Result Averaging",1
"Sample Time [s]",2.999998e-02
"Number of Measurements",100
"Record Rate",1
"Record Time [s]",2.999998e+00
"Pretrigger Measurements",0
"Pretrigger Time [s]",0.000000e+00
"Trigger Source","Auto"
"Comment","126grad"
"Time Stamp [s]","Stokes 1","Stokes 2","Stokes 3","Azimuth [°]","Ellipticity [°]","Power Split Ratio","Phase Difference [°]","DOP [%]","Power [dBm]","Power [W]"
0.000000e+00,7.036431e-01,4.571110e-01,5.439999e-01,1.650458e+01,1.647817e+01,8.518216e-01,4.996041e+01,1.000442e+02,-1.916770e+01,1.211239e-05,
2.999998e-02,7.038308e-01,4.570583e-01,5.438014e-01,1.649958e+01,1.647140e+01,8.519154e-01,4.995337e+01,1.000439e+02,-1.916577e+01,1.211778e-05,
5.999997e-02,7.040515e-01,4.568955e-01,5.436525e-01,1.649081e+01,1.646631e+01,8.520257e-01,4.995569e+01,9.997651e+01,-1.916717e+01,1.211387e-05,
8.999995e-02,7.039394e-01,4.567457e-01,5.439234e-01,1.648861e+01,1.647556e+01,8.519697e-01,4.997900e+01,1.000208e+02,-1.916444e+01,1.212150e-05,
1.199999e-01,7.036544e-01,4.572035e-01,5.439076e-01,1.650702e+01,1.647502e+01,8.518272e-01,4.994992e+01,1.000604e+02,-1.915912e+01,1.213635e-05,
1.499999e-01,7.038554e-01,4.569277e-01,5.438792e-01,1.649538e+01,1.647405e+01,8.519277e-01,4.996547e+01,1.000145e+02,-1.916843e+01,1.211037e-05,
1.799999e-01,7.041547e-01,4.566602e-01,5.437165e-01,1.648216e+01,1.646850e+01,8.520773e-01,4.997355e+01,9.999176e+01,-1.916676e+01,1.211503e-05,
2.099999e-01,7.039012e-01,4.569403e-01,5.438095e-01,1.649489e+01,1.647167e+01,8.519506e-01,4.996107e+01,1.000184e+02,-1.916191e+01,1.212856e-05,
2.399999e-01,7.039795e-01,4.567197e-01,5.438934e-01,1.648712e+01,1.647454e+01,8.519897e-01,4.997906e+01,1.000186e+02,-1.916517e+01,1.211945e-05,
2.699999e-01,7.036758e-01,4.572964e-01,5.438018e-01,1.650928e+01,1.647141e+01,8.518379e-01,4.993869e+01,1.000491e+02,-1.917389e+01,1.209513e-05,
2.999998e-01,7.040428e-01,4.566315e-01,5.438854e-01,1.648342e+01,1.647426e+01,8.520214e-01,4.998409e+01,9.999364e+01,-1.916683e+01,1.211483e-05,
3.299998e-01,7.041300e-01,4.565833e-01,5.438130e-01,1.648042e+01,1.647179e+01,8.520650e-01,4.998331e+01,9.999813e+01,-1.916463e+01,1.212097e-05,
3.599998e-01,7.038932e-01,4.569158e-01,5.438404e-01,1.649434e+01,1.647273e+01,8.519466e-01,4.996419e+01,1.000254e+02,-1.916671e+01,1.211515e-05,
3.899998e-01,7.039201e-01,4.566762e-01,5.440067e-01,1.648697e+01,1.647840e+01,8.519601e-01,4.998762e+01,1.000180e+02,-1.916886e+01,1.210916e-05,
4.199998e-01,7.041060e-01,4.567188e-01,5.437303e-01,1.648474e+01,1.646897e+01,8.520530e-01,4.997065e+01,1.000004e+02,-1.917243e+01,1.209920e-05,
4.499998e-01,7.039725e-01,4.567484e-01,5.438783e-01,1.648807e+01,1.647402e+01,8.519863e-01,4.997650e+01,1.000066e+02,-1.917078e+01,1.210380e-05,
4.799997e-01,7.040922e-01,4.564783e-01,5.439501e-01,1.647811e+01,1.647647e+01,8.520461e-01,4.999691e+01,1.000184e+02,-1.916415e+01,1.212231e-05,
5.099997e-01,7.036876e-01,4.572597e-01,5.438174e-01,1.650801e+01,1.647194e+01,8.518438e-01,4.994177e+01,1.000419e+02,-1.917047e+01,1.210466e-05,
5.399997e-01,7.038901e-01,4.568511e-01,5.438987e-01,1.649254e+01,1.647472e+01,8.519450e-01,4.997121e+01,1.000078e+02,-1.917363e+01,1.209586e-05,
5.699997e-01,7.039971e-01,4.567607e-01,5.438362e-01,1.648796e+01,1.647258e+01,8.519985e-01,4.997355e+01,1.000124e+02,-1.916688e+01,1.211467e-05,
5.999997e-01,7.036884e-01,4.571679e-01,5.438936e-01,1.650536e+01,1.647454e+01,8.518442e-01,4.995139e+01,1.000250e+02,-1.917229e+01,1.209961e-05,
6.299997e-01,7.038363e-01,4.569084e-01,5.439201e-01,1.649518e+01,1.647545e+01,8.519182e-01,4.996878e+01,1.000358e+02,-1.917339e+01,1.209652e-05,
6.599996e-01,7.037211e-01,4.572514e-01,5.437809e-01,1.650714e+01,1.647070e+01,8.518606e-01,4.994038e+01,1.000316e+02,-1.917123e+01,1.210256e-05,
6.899996e-01,7.039144e-01,4.568187e-01,5.438944e-01,1.649116e+01,1.647457e+01,8.519572e-01,4.997299e+01,1.000015e+02,-1.917305e+01,1.209748e-05,
7.199996e-01,7.038473e-01,4.570459e-01,5.437905e-01,1.649891e+01,1.647102e+01,8.519236e-01,4.995357e+01,1.000338e+02,-1.917142e+01,1.210203e-05,
7.499996e-01,7.037251e-01,4.570538e-01,5.439419e-01,1.650141e+01,1.647619e+01,8.518625e-01,4.996094e+01,1.000259e+02,-1.917266e+01,1.209858e-05,
7.799996e-01,7.039678e-01,4.567928e-01,5.438471e-01,1.648943e+01,1.647296e+01,8.519839e-01,4.997214e+01,1.000170e+02,-1.917463e+01,1.209309e-05,
8.099996e-01,7.037198e-01,4.572269e-01,5.438033e-01,1.650647e+01,1.647146e+01,8.518599e-01,4.994306e+01,1.000235e+02,-1.917721e+01,1.208589e-05,
8.399996e-01,7.040038e-01,4.566363e-01,5.439320e-01,1.648428e+01,1.647585e+01,8.520019e-01,4.998621e+01,1.000053e+02,-1.917544e+01,1.209082e-05,
8.699995e-01,7.039310e-01,4.568853e-01,5.438170e-01,1.649276e+01,1.647193e+01,8.519655e-01,4.996486e+01,1.000323e+02,-1.916961e+01,1.210708e-05,
8.999995e-01,7.038135e-01,4.569149e-01,5.439442e-01,1.649579e+01,1.647627e+01,8.519068e-01,4.996963e+01,1.000105e+02,-1.917693e+01,1.208668e-05,
9.299995e-01,7.040288e-01,4.567064e-01,5.438407e-01,1.648582e+01,1.647274e+01,8.520144e-01,4.997714e+01,1.000131e+02,-1.917499e+01,1.209209e-05,
9.599995e-01,7.039278e-01,4.568569e-01,5.438451e-01,1.649201e+01,1.647289e+01,8.519639e-01,4.996807e+01,1.000061e+02,-1.917678e+01,1.208709e-05,
9.899995e-01,7.041122e-01,4.564696e-01,5.439315e-01,1.647749e+01,1.647584e+01,8.520561e-01,4.999648e+01,9.999642e+01,-1.917771e+01,1.208450e-05,
1.019999e+00,7.041362e-01,4.565261e-01,5.438530e-01,1.647866e+01,1.647316e+01,8.520681e-01,4.998892e+01,1.000203e+02,-1.917740e+01,1.208538e-05,
1.049999e+00,7.040569e-01,4.566595e-01,5.438438e-01,1.648396e+01,1.647284e+01,8.520284e-01,4.998020e+01,9.999437e+01,-1.917574e+01,1.209000e-05,
1.079999e+00,7.040367e-01,4.564973e-01,5.440060e-01,1.647969e+01,1.647838e+01,8.520183e-01,4.999863e+01,1.000078e+02,-1.917301e+01,1.209760e-05,
1.109999e+00,7.040628e-01,4.568009e-01,5.437172e-01,1.648790e+01,1.646852e+01,8.520314e-01,4.996489e+01,1.000236e+02,-1.917479e+01,1.209265e-05,
1.139999e+00,7.037527e-01,4.571130e-01,5.438565e-01,1.650260e+01,1.647328e+01,8.518763e-01,4.995285e+01,1.000269e+02,-1.918030e+01,1.207729e-05,
1.169999e+00,7.040514e-01,4.566576e-01,5.438525e-01,1.648400e+01,1.647314e+01,8.520257e-01,4.998077e+01,9.999954e+01,-1.917815e+01,1.208328e-05,
1.199999e+00,7.037359e-01,4.571465e-01,5.438501e-01,1.650387e+01,1.647306e+01,8.518679e-01,4.995045e+01,1.000329e+02,-1.917739e+01,1.208540e-05,
1.229999e+00,7.037010e-01,4.570784e-01,5.439524e-01,1.650257e+01,1.647655e+01,8.518505e-01,4.995996e+01,1.000300e+02,-1.917736e+01,1.208547e-05,
1.259999e+00,7.037627e-01,4.572614e-01,5.437187e-01,1.650666e+01,1.646857e+01,8.518813e-01,4.993654e+01,1.000444e+02,-1.917476e+01,1.209273e-05,
1.289999e+00,7.037106e-01,4.571761e-01,5.438580e-01,1.650518e+01,1.647333e+01,8.518553e-01,4.994903e+01,1.000187e+02,-1.917966e+01,1.207910e-05,
1.319999e+00,7.038879e-01,4.569348e-01,5.438313e-01,1.649498e+01,1.647242e+01,8.519439e-01,4.996255e+01,1.000179e+02,-1.917897e+01,1.208101e-05,
1.349999e+00,7.036722e-01,4.572255e-01,5.438661e-01,1.650731e+01,1.647360e+01,8.518361e-01,4.994640e+01,1.000371e+02,-1.918002e+01,1.207808e-05,
1.379999e+00,7.037724e-01,4.570154e-01,5.439130e-01,1.649943e+01,1.647521e+01,8.518862e-01,4.996181e+01,1.000302e+02,-1.917958e+01,1.207930e-05,
1.409999e+00,7.036805e-01,4.573245e-01,5.437721e-01,1.650999e+01,1.647040e+01,8.518402e-01,4.993541e+01,1.000402e+02,-1.917962e+01,1.207919e-05,
1.439999e+00,7.037519e-01,4.570965e-01,5.438714e-01,1.650214e+01,1.647379e+01,8.518759e-01,4.995464e+01,1.000132e+02,-1.917795e+01,1.208384e-05,
1.469999e+00,7.038430e-01,4.570915e-01,5.437577e-01,1.650030e+01,1.646991e+01,8.519215e-01,4.994905e+01,1.000341e+02,-1.917852e+01,1.208225e-05,
1.499999e+00,7.036446e-01,4.572081e-01,5.439164e-01,1.650733e+01,1.647532e+01,8.518223e-01,4.995009e+01,1.000344e+02,-1.917889e+01,1.208122e-05,
1.529999e+00,7.038597e-01,4.569957e-01,5.438165e-01,1.649725e+01,1.647191e+01,8.519299e-01,4.995801e+01,1.000233e+02,-1.918276e+01,1.207047e-05,
1.559999e+00,7.036613e-01,4.572898e-01,5.438261e-01,1.650936e+01,1.647224e+01,8.518306e-01,4.994036e+01,1.000334e+02,-1.918250e+01,1.207119e-05,
1.589999e+00,7.039002e-01,4.567865e-01,5.439399e-01,1.649051e+01,1.647613e+01,8.519501e-01,4.997734e+01,1.000147e+02,-1.917794e+01,1.208387e-05,
1.619999e+00,7.040835e-01,4.567449e-01,5.437376e-01,1.648591e+01,1.646922e+01,8.520417e-01,4.996941e+01,1.000175e+02,-1.917730e+01,1.208564e-05,
1.649999e+00,7.039489e-01,4.567337e-01,5.439212e-01,1.648809e+01,1.647548e+01,8.519745e-01,4.997962e+01,1.000099e+02,-1.918123e+01,1.207471e-05,
1.679999e+00,7.041672e-01,4.564637e-01,5.438653e-01,1.647630e+01,1.647358e+01,8.520836e-01,4.999341e+01,1.000017e+02,-1.917794e+01,1.208385e-05,
1.709999e+00,7.039599e-01,4.570125e-01,5.436727e-01,1.649587e+01,1.646700e+01,8.519799e-01,4.994952e+01,1.000236e+02,-1.918285e+01,1.207020e-05,
1.739999e+00,7.039366e-01,4.567276e-01,5.439422e-01,1.648814e+01,1.647620e+01,8.519683e-01,4.998110e+01,1.000124e+02,-1.918353e+01,1.206833e-05,
1.769999e+00,7.040394e-01,4.566928e-01,5.438384e-01,1.648523e+01,1.647266e+01,8.520197e-01,4.997786e+01,1.000185e+02,-1.917806e+01,1.208353e-05,
1.799999e+00,7.038925e-01,4.569760e-01,5.437907e-01,1.649607e+01,1.647103e+01,8.519463e-01,4.995790e+01,1.000204e+02,-1.918211e+01,1.207227e-05,
1.829999e+00,7.039043e-01,4.567365e-01,5.439766e-01,1.648900e+01,1.647738e+01,8.519521e-01,4.998233e+01,1.000112e+02,-1.917976e+01,1.207881e-05,
1.859999e+00,7.038242e-01,4.572239e-01,5.436706e-01,1.650444e+01,1.646693e+01,8.519121e-01,4.993635e+01,1.000289e+02,-1.918101e+01,1.207533e-05,
1.889999e+00,7.036390e-01,4.571713e-01,5.439546e-01,1.650638e+01,1.647663e+01,8.518195e-01,4.995434e+01,1.000276e+02,-1.918357e+01,1.206821e-05,
1.919999e+00,7.039603e-01,4.568542e-01,5.438052e-01,1.649133e+01,1.647153e+01,8.519802e-01,4.996617e+01,1.000183e+02,-1.918349e+01,1.206845e-05,
1.949999e+00,7.036585e-01,4.571451e-01,5.439514e-01,1.650527e+01,1.647652e+01,8.518292e-01,4.995579e+01,1.000255e+02,-1.918632e+01,1.206058e-05,
1.979999e+00,7.038048e-01,4.569705e-01,5.439089e-01,1.649755e+01,1.647507e+01,8.519024e-01,4.996437e+01,1.000274e+02,-1.918005e+01,1.207801e-05,
2.009999e+00,7.037457e-01,4.572330e-01,5.437646e-01,1.650616e+01,1.647014e+01,8.518729e-01,4.994067e+01,1.000358e+02,-1.917964e+01,1.207914e-05,
2.039999e+00,7.039641e-01,4.567522e-01,5.438860e-01,1.648833e+01,1.647429e+01,8.519820e-01,4.997666e+01,1.000101e+02,-1.918544e+01,1.206302e-05,
2.069999e+00,7.039491e-01,4.568899e-01,5.437897e-01,1.649256e+01,1.647100e+01,8.519746e-01,4.996316e+01,1.000211e+02,-1.918169e+01,1.207343e-05,
2.099999e+00,7.038776e-01,4.568794e-01,5.438911e-01,1.649359e+01,1.647446e+01,8.519388e-01,4.996907e+01,1.000130e+02,-1.918555e+01,1.206271e-05,
2.129999e+00,7.039324e-01,4.567821e-01,5.439019e-01,1.648978e+01,1.647483e+01,8.519662e-01,4.997564e+01,1.000244e+02,-1.918484e+01,1.206470e-05,
2.159999e+00,7.036246e-01,4.572963e-01,5.438682e-01,1.651023e+01,1.647368e+01,8.518123e-01,4.994214e+01,1.000402e+02,-1.918377e+01,1.206766e-05,
2.189999e+00,7.038271e-01,4.569411e-01,5.439047e-01,1.649629e+01,1.647492e+01,8.519135e-01,4.996596e+01,1.000080e+02,-1.918318e+01,1.206930e-05,
2.219999e+00,7.038539e-01,4.570029e-01,5.438180e-01,1.649756e+01,1.647196e+01,8.519269e-01,4.995765e+01,1.000214e+02,-1.918722e+01,1.205808e-05,
2.249999e+00,7.036164e-01,4.572019e-01,5.439581e-01,1.650768e+01,1.647675e+01,8.518082e-01,4.995263e+01,1.000387e+02,-1.918325e+01,1.206911e-05,
2.279999e+00,7.038962e-01,4.569357e-01,5.438197e-01,1.649485e+01,1.647202e+01,8.519481e-01,4.996189e+01,1.000234e+02,-1.918608e+01,1.206124e-05,
2.309999e+00,7.037053e-01,4.572860e-01,5.437723e-01,1.650843e+01,1.647040e+01,8.518527e-01,4.993780e+01,1.000403e+02,-1.918787e+01,1.205626e-05,
2.339999e+00,7.038731e-01,4.568104e-01,5.439548e-01,1.649169e+01,1.647663e+01,8.519366e-01,4.997664e+01,1.000146e+02,-1.918238e+01,1.207153e-05,
2.369999e+00,7.038484e-01,4.570669e-01,5.437714e-01,1.649949e+01,1.647037e+01,8.519242e-01,4.995128e+01,1.000309e+02,-1.918020e+01,1.207757e-05,
