"Date","September-27-2024"
"Time","23h27m13s"
"PAX Card Serial","M00255249"
"PAX Card Name","PAX5710 Polarization Analyzing System"
"PAX Card Next Cal","September-19-2013"
"PAX Sensor Serial","M00255490"
"PAX Sensor Name","PAN5710VIS (400 - 700nm)"
"PAX Sensor Next Cal","September-19-2012"
"Wavelength [m]",6.330000e-07
"Basic Sample Rate [SPS]",6.666670e+01
"Power Range [dBm]","Auto"
"Azimuth Offset [°]",0.000000e+00
"Number of Basic Periods",2
"Signal Averaging",1
"Result Averaging",1
"Sample Time [s]",2.999998e-02
"Number of Measurements",100
"Record Rate",1
"Record Time [s]",2.999998e+00
"Pretrigger Measurements",0
"Pretrigger Time [s]",0.000000e+00
"Trigger Source","Auto"
"Comment","144grad"
"Time Stamp [s]","Stokes 1","Stokes 2","Stokes 3","Azimuth [°]","Ellipticity [°]","Power Split Ratio","Phase Difference [°]","DOP [%]","Power [dBm]","Power [W]"
0.000000e+00,1.587726e-01,3.408705e-01,9.266059e-01,3.251229e+01,3.395589e+01,5.793863e-01,6.980294e+01,9.999456e+01,-1.933906e+01,1.164379e-05,
2.999998e-02,1.591885e-01,3.412312e-01,9.264018e-01,3.249519e+01,3.394035e+01,5.795942e-01,6.977921e+01,9.999673e+01,-1.933881e+01,1.164445e-05,
5.999997e-02,1.587077e-01,3.412130e-01,9.264910e-01,3.252777e+01,3.394714e+01,5.793538e-01,6.978199e+01,1.000034e+02,-1.934077e+01,1.163920e-05,
8.999995e-02,1.594004e-01,3.406291e-01,9.265869e-01,3.246117e+01,3.395444e+01,5.797002e-01,6.981572e+01,9.996510e+01,-1.933947e+01,1.164269e-05,
1.199999e-01,1.592237e-01,3.412543e-01,9.263873e-01,3.249350e+01,3.393924e+01,5.796119e-01,6.977766e+01,9.999809e+01,-1.933897e+01,1.164403e-05,
1.499999e-01,1.589404e-01,3.408439e-01,9.265869e-01,3.249984e+01,3.395444e+01,5.794702e-01,6.980401e+01,9.998924e+01,-1.933895e+01,1.164408e-05,
1.799999e-01,1.594110e-01,3.410327e-01,9.264366e-01,3.247346e+01,3.394300e+01,5.797055e-01,6.979072e+01,9.998104e+01,-1.933829e+01,1.164585e-05,
2.099999e-01,1.588117e-01,3.412847e-01,9.264468e-01,3.252290e+01,3.394377e+01,5.794058e-01,6.977720e+01,1.000081e+02,-1.934029e+01,1.164047e-05,
2.399999e-01,1.592189e-01,3.406248e-01,9.266197e-01,3.247356e+01,3.395694e+01,5.796095e-01,6.981660e+01,9.996593e+01,-1.933918e+01,1.164346e-05,
2.699999e-01,1.591258e-01,3.411909e-01,9.264274e-01,3.249821e+01,3.394230e+01,5.795629e-01,6.978192e+01,9.999817e+01,-1.934068e+01,1.163944e-05,
2.999998e-01,1.589956e-01,3.408255e-01,9.265842e-01,3.249544e+01,3.395424e+01,5.794978e-01,6.980496e+01,9.999450e+01,-1.933973e+01,1.164199e-05,
3.299998e-01,1.593555e-01,3.412619e-01,9.263618e-01,3.248466e+01,3.393730e+01,5.796777e-01,6.977673e+01,9.999065e+01,-1.933777e+01,1.164724e-05,
3.599998e-01,1.588920e-01,3.410624e-01,9.265149e-01,3.251022e+01,3.394895e+01,5.794460e-01,6.979067e+01,9.999335e+01,-1.934091e+01,1.163882e-05,
3.899998e-01,1.593972e-01,3.406356e-01,9.265851e-01,3.246160e+01,3.395430e+01,5.796986e-01,6.981533e+01,9.996773e+01,-1.933810e+01,1.164635e-05,
4.199998e-01,1.590112e-01,3.411041e-01,9.264790e-01,3.250333e+01,3.394622e+01,5.795056e-01,6.978768e+01,9.999075e+01,-1.933987e+01,1.164160e-05,
4.499998e-01,1.589266e-01,3.409093e-01,9.265653e-01,3.250290e+01,3.395279e+01,5.794633e-01,6.980002e+01,9.999400e+01,-1.934223e+01,1.163528e-05,
