"Date","September-27-2024"
"Time","23h26m32s"
"PAX Card Serial","M00255249"
"PAX Card Name","PAX5710 Polarization Analyzing System"
"PAX Card Next Cal","September-19-2013"
"PAX Sensor Serial","M00255490"
"PAX Sensor Name","PAN5710VIS (400 - 700nm)"
"PAX Sensor Next Cal","September-19-2012"
"Wavelength [m]",6.330000e-07
"Basic Sample Rate [SPS]",6.666670e+01
"Power Range [dBm]","Auto"
"Azimuth Offset [°]",0.000000e+00
"Number of Basic Periods",2
"Signal Averaging",1
"Result Averaging",1
"Sample Time [s]",2.999998e-02
"Number of Measurements",100
"Record Rate",1
"Record Time [s]",2.999998e+00
"Pretrigger Measurements",0
"Pretrigger Time [s]",0.000000e+00
"Trigger Source","Auto"
"Comment","132grad"
"Time Stamp [s]","Stokes 1","Stokes 2","Stokes 3","Azimuth [°]","Ellipticity [°]","Power Split Ratio","Phase Difference [°]","DOP [%]","Power [dBm]","Power [W]"
0.000000e+00,5.187081e-01,4.971384e-01,6.955540e-01,2.189181e+01,2.203569e+01,7.593540e-01,5.444519e+01,1.000126e+02,-1.934385e+01,1.163093e-05,
2.999998e-02,5.184098e-01,4.971823e-01,6.957449e-01,2.190130e+01,2.204330e+01,7.592049e-01,5.445024e+01,1.000135e+02,-1.934990e+01,1.161475e-05,
5.999997e-02,5.188338e-01,4.965396e-01,6.958879e-01,2.187109e+01,2.204901e+01,7.594169e-01,5.449086e+01,9.997730e+01,-1.934486e+01,1.162825e-05,
8.999995e-02,5.185839e-01,4.970624e-01,6.957009e-01,2.189304e+01,2.204155e+01,7.592920e-01,5.445506e+01,9.997913e+01,-1.934680e+01,1.162305e-05,
1.199999e-01,5.185077e-01,4.971765e-01,6.956761e-01,2.189843e+01,2.204056e+01,7.592539e-01,5.444787e+01,1.000303e+02,-1.935112e+01,1.161149e-05,
1.499999e-01,5.189468e-01,4.970487e-01,6.954400e-01,2.188264e+01,2.203115e+01,7.594734e-01,5.444564e+01,1.000292e+02,-1.934029e+01,1.164050e-05,
1.799999e-01,5.184602e-01,4.970548e-01,6.957985e-01,2.189624e+01,2.204544e+01,7.592301e-01,5.445928e+01,9.999994e+01,-1.934354e+01,1.163177e-05,
2.099999e-01,5.187536e-01,4.970079e-01,6.956133e-01,2.188679e+01,2.203806e+01,7.593768e-01,5.445462e+01,1.000077e+02,-1.934824e+01,1.161919e-05,
2.399999e-01,5.185422e-01,4.972167e-01,6.956217e-01,2.189864e+01,2.203839e+01,7.592711e-01,5.444356e+01,1.000129e+02,-1.934012e+01,1.164093e-05,
2.699999e-01,5.176777e-01,4.979181e-01,6.957639e-01,2.194269e+01,2.204406e+01,7.588389e-01,5.441089e+01,1.000284e+02,-1.935366e+01,1.160469e-05,
