"Date","September-27-2024"
"Time","23h32m07s"
"PAX Card Serial","M00255249"
"PAX Card Name","PAX5710 Polarization Analyzing System"
"PAX Card Next Cal","September-19-2013"
"PAX Sensor Serial","M00255490"
"PAX Sensor Name","PAN5710VIS (400 - 700nm)"
"PAX Sensor Next Cal","September-19-2012"
"Wavelength [m]",6.330000e-07
"Basic Sample Rate [SPS]",6.666670e+01
"Power Range [dBm]","Auto"
"Azimuth Offset [°]",0.000000e+00
"Number of Basic Periods",2
"Signal Averaging",1
"Result Averaging",1
"Sample Time [s]",2.999998e-02
"Number of Measurements",100
"Record Rate",1
"Record Time [s]",2.999998e+00
"Pretrigger Measurements",0
"Pretrigger Time [s]",0.000000e+00
"Trigger Source","Auto"
"Comment","180grad"
"Time Stamp [s]","Stokes 1","Stokes 2","Stokes 3","Azimuth [°]","Ellipticity [°]","Power Split Ratio","Phase Difference [°]","DOP [%]","Power [dBm]","Power [W]"
0.000000e+00,6.438334e-01,-4.576194e-01,6.132398e-01,-1.770209e+01,1.891207e+01,8.219167e-01,1.267315e+02,1.000953e+02,-1.933317e+01,1.165959e-05,
2.999998e-02,6.436249e-01,-4.578810e-01,6.132634e-01,-1.771421e+01,1.891292e+01,8.218124e-01,1.267461e+02,1.000985e+02,-1.933718e+01,1.164883e-05,
5.999997e-02,6.438015e-01,-4.577356e-01,6.131866e-01,-1.770620e+01,1.891014e+01,8.219007e-01,1.267408e+02,1.001002e+02,-1.933523e+01,1.165406e-05,
8.999995e-02,6.437594e-01,-4.576148e-01,6.133210e-01,-1.770351e+01,1.891501e+01,8.218797e-01,1.267276e+02,1.000823e+02,-1.933485e+01,1.165506e-05,
1.199999e-01,6.437027e-01,-4.579108e-01,6.131595e-01,-1.771345e+01,1.890915e+01,8.218514e-01,1.267526e+02,1.001067e+02,-1.933743e+01,1.164814e-05,
1.499999e-01,6.438347e-01,-4.575844e-01,6.132646e-01,-1.770103e+01,1.891296e+01,8.219173e-01,1.267283e+02,1.000931e+02,-1.933580e+01,1.165253e-05,
1.799999e-01,6.436929e-01,-4.577676e-01,6.132767e-01,-1.770943e+01,1.891340e+01,8.218464e-01,1.267387e+02,1.000963e+02,-1.933612e+01,1.165166e-05,
2.099999e-01,6.439044e-01,-4.576617e-01,6.131337e-01,-1.770185e+01,1.890822e+01,8.219522e-01,1.267388e+02,1.000978e+02,-1.933475e+01,1.165535e-05,
2.399999e-01,6.438794e-01,-4.574252e-01,6.133364e-01,-1.769538e+01,1.891557e+01,8.219397e-01,1.267155e+02,1.000765e+02,-1.933694e+01,1.164948e-05,
2.699999e-01,6.437798e-01,-4.578222e-01,6.131446e-01,-1.770922e+01,1.890862e+01,8.218899e-01,1.267479e+02,1.001026e+02,-1.933722e+01,1.164873e-05,
2.999998e-01,6.440230e-01,-4.573856e-01,6.132152e-01,-1.769120e+01,1.891117e+01,8.220115e-01,1.267186e+02,1.000832e+02,-1.933800e+01,1.164663e-05,
3.299998e-01,6.438947e-01,-4.575410e-01,6.132339e-01,-1.769849e+01,1.891185e+01,8.219474e-01,1.267270e+02,1.000924e+02,-1.933750e+01,1.164797e-05,
3.599998e-01,6.442191e-01,-4.571021e-01,6.132205e-01,-1.767870e+01,1.891137e+01,8.221095e-01,1.267013e+02,1.000710e+02,-1.933670e+01,1.165011e-05,
