"Date","September-27-2024"
"Time","23h14m30s"
"PAX Card Serial","M00255249"
"PAX Card Name","PAX5710 Polarization Analyzing System"
"PAX Card Next Cal","September-19-2013"
"PAX Sensor Serial","M00255490"
"PAX Sensor Name","PAN5710VIS (400 - 700nm)"
"PAX Sensor Next Cal","September-19-2012"
"Wavelength [m]",6.330000e-07
"Basic Sample Rate [SPS]",6.666670e+01
"Power Range [dBm]","Auto"
"Azimuth Offset [°]",0.000000e+00
"Number of Basic Periods",2
"Signal Averaging",1
"Result Averaging",1
"Sample Time [s]",2.999998e-02
"Number of Measurements",100
"Record Rate",1
"Record Time [s]",2.999998e+00
"Pretrigger Measurements",0
"Pretrigger Time [s]",0.000000e+00
"Trigger Source","Auto"
"Comment","36grad"
"Time Stamp [s]","Stokes 1","Stokes 2","Stokes 3","Azimuth [°]","Ellipticity [°]","Power Split Ratio","Phase Difference [°]","DOP [%]","Power [dBm]","Power [W]"
0.000000e+00,6.933070e-01,4.643643e-01,-5.510819e-01,1.690672e+01,-1.672063e+01,8.466535e-01,-4.988113e+01,1.000662e+02,-1.916983e+01,1.210645e-05,
2.999998e-02,6.924108e-01,4.665216e-01,-5.503860e-01,1.698534e+01,-1.669675e+01,8.462054e-01,-4.971452e+01,1.001146e+02,-1.915870e+01,1.213752e-05,
5.999997e-02,6.930223e-01,4.648881e-01,-5.509983e-01,1.692710e+01,-1.671776e+01,8.465111e-01,-4.984501e+01,1.000727e+02,-1.917077e+01,1.210382e-05,
8.999995e-02,6.929488e-01,4.649785e-01,-5.510145e-01,1.693109e+01,-1.671832e+01,8.464744e-01,-4.984035e+01,1.000983e+02,-1.916037e+01,1.213286e-05,
1.199999e-01,6.927044e-01,4.660809e-01,-5.503900e-01,1.696717e+01,-1.669689e+01,8.463522e-01,-4.974143e+01,1.001051e+02,-1.915581e+01,1.214560e-05,
1.499999e-01,6.933486e-01,4.642441e-01,-5.511308e-01,1.690250e+01,-1.672231e+01,8.466743e-01,-4.989094e+01,1.000605e+02,-1.916143e+01,1.212990e-05,
1.799999e-01,6.927877e-01,4.656395e-01,-5.506588e-01,1.695300e+01,-1.670611e+01,8.463938e-01,-4.978199e+01,1.000904e+02,-1.916430e+01,1.212187e-05,
2.099999e-01,6.931295e-01,4.647691e-01,-5.509638e-01,1.692166e+01,-1.671658e+01,8.465648e-01,-4.985048e+01,1.000651e+02,-1.915944e+01,1.213544e-05,
2.399999e-01,6.929697e-01,4.651272e-01,-5.508627e-01,1.693493e+01,-1.671311e+01,8.464849e-01,-4.982354e+01,1.000906e+02,-1.915937e+01,1.213564e-05,
2.699999e-01,6.928949e-01,4.653601e-01,-5.507601e-01,1.694299e+01,-1.670959e+01,8.464474e-01,-4.980414e+01,1.000859e+02,-1.915977e+01,1.213454e-05,
2.999998e-01,6.929779e-01,4.652101e-01,-5.507824e-01,1.693713e+01,-1.671035e+01,8.464889e-01,-4.981439e+01,1.000773e+02,-1.915939e+01,1.213558e-05,
3.299998e-01,6.928448e-01,4.650690e-01,-5.510689e-01,1.693566e+01,-1.672019e+01,8.464224e-01,-4.983764e+01,1.000837e+02,-1.915726e+01,1.214154e-05,
3.599998e-01,6.931644e-01,4.646358e-01,-5.510324e-01,1.691719e+01,-1.671893e+01,8.465822e-01,-4.986209e+01,1.000783e+02,-1.915704e+01,1.214216e-05,
3.899998e-01,6.926004e-01,4.661900e-01,-5.504285e-01,1.697227e+01,-1.669821e+01,8.463002e-01,-4.973679e+01,1.001211e+02,-1.916236e+01,1.212729e-05,
4.199998e-01,6.928834e-01,4.649837e-01,-5.510923e-01,1.693249e+01,-1.672099e+01,8.464417e-01,-4.984402e+01,1.000833e+02,-1.915551e+01,1.214644e-05,
4.499998e-01,6.930503e-01,4.650368e-01,-5.508377e-01,1.693081e+01,-1.671225e+01,8.465251e-01,-4.982775e+01,1.000906e+02,-1.916138e+01,1.213005e-05,
4.799997e-01,6.927287e-01,4.658764e-01,-5.505326e-01,1.696088e+01,-1.670178e+01,8.463644e-01,-4.976115e+01,1.001072e+02,-1.915245e+01,1.215500e-05,
5.099997e-01,6.930895e-01,4.647402e-01,-5.510385e-01,1.692160e+01,-1.671914e+01,8.465448e-01,-4.985606e+01,1.000629e+02,-1.915475e+01,1.214857e-05,
5.399997e-01,6.928697e-01,4.653729e-01,-5.507810e-01,1.694384e+01,-1.671030e+01,8.464348e-01,-4.980444e+01,1.000834e+02,-1.916441e+01,1.212156e-05,
5.699997e-01,6.930553e-01,4.651291e-01,-5.507534e-01,1.693334e+01,-1.670936e+01,8.465276e-01,-4.981783e+01,1.000776e+02,-1.915106e+01,1.215889e-05,
5.999997e-01,6.933301e-01,4.645316e-01,-5.509117e-01,1.691105e+01,-1.671479e+01,8.466651e-01,-4.986224e+01,1.000755e+02,-1.915469e+01,1.214873e-05,
6.299997e-01,6.928808e-01,4.654738e-01,-5.506817e-01,1.694650e+01,-1.670690e+01,8.464404e-01,-4.979322e+01,1.000885e+02,-1.915804e+01,1.213938e-05,
6.599996e-01,6.931345e-01,4.648978e-01,-5.508490e-01,1.692523e+01,-1.671264e+01,8.465673e-01,-4.983678e+01,1.000650e+02,-1.914966e+01,1.216282e-05,
6.899996e-01,6.932011e-01,4.646600e-01,-5.509659e-01,1.691718e+01,-1.671665e+01,8.466005e-01,-4.985721e+01,1.000740e+02,-1.915461e+01,1.214895e-05,
7.199996e-01,6.928860e-01,4.652573e-01,-5.508581e-01,1.694023e+01,-1.671295e+01,8.464430e-01,-4.981541e+01,1.000832e+02,-1.915481e+01,1.214840e-05,
7.499996e-01,6.930529e-01,4.650431e-01,-5.508291e-01,1.693094e+01,-1.671195e+01,8.465264e-01,-4.982693e+01,1.000802e+02,-1.915024e+01,1.216120e-05,
7.799996e-01,6.928564e-01,4.653241e-01,-5.508389e-01,1.694271e+01,-1.671229e+01,8.464282e-01,-4.981037e+01,1.000933e+02,-1.915441e+01,1.214952e-05,
8.099996e-01,6.930362e-01,4.651150e-01,-5.507893e-01,1.693331e+01,-1.671059e+01,8.465181e-01,-4.982052e+01,1.000743e+02,-1.915335e+01,1.215249e-05,
8.399996e-01,6.930681e-01,4.650435e-01,-5.508095e-01,1.693066e+01,-1.671128e+01,8.465341e-01,-4.982590e+01,1.000877e+02,-1.914825e+01,1.216677e-05,
8.699995e-01,6.928685e-01,4.651566e-01,-5.509652e-01,1.693770e+01,-1.671663e+01,8.464342e-01,-4.982702e+01,1.000887e+02,-1.915117e+01,1.215857e-05,
8.999995e-01,6.929762e-01,4.650221e-01,-5.509432e-01,1.693180e+01,-1.671587e+01,8.464881e-01,-4.983405e+01,1.000714e+02,-1.915308e+01,1.215325e-05,
9.299995e-01,6.929235e-01,4.653858e-01,-5.507024e-01,1.694318e+01,-1.670761e+01,8.464618e-01,-4.979962e+01,1.001023e+02,-1.915160e+01,1.215739e-05,
